SSA_SMA	HEL_LEL	MCS_SCS	MG_IES	OMIM_IES	UNIPROT_IES	OMIM_CDS	UNIPROT_CDS	BioGRID_IES	Reactomepathway_IES	IntAct_IES
C1864233		C4048195		C4551975	C2748861	C4540266	C4540266			
C3554344		C1837615		C0751780	C0002882	C1863961	C1863961			
C1832661		C3549665		C0156147	C4538468	C1855179	C1855179			
C3809173		C3809645		C0848676	C3553270	C0338650	C0338650			
C3808184		C3887523		C3275464	C0751373	C1863959	C1863959			
C4284088		C0023521		C2697932	C1836050	C0014805	C0014805			
C0546878		C1855722		C3554168	C0751372	C1134719	C1134719			
C4540345		C3553060		C2697932	C0751371	C0559031	C0559031			
C2678483		C0234374		C4014762	C1858673	C0342286	C0342286			
C3553843		C0234375		C3279990	C1858672	C0003869	C0003869			
C1838180		C0234376		C1854416	C0265699	C4540164	C4540164			
C3553844		C4693389		C0158489	C1136042	C0235574	C0235574			
C0008297		C0234377		C0751781	C0029411	C4479246	C4479246			
C2362914		C0234370		C0751782	C0272317	C0936247	C0936247			
C0263859		C0234371		C4310755	C1136041	C0027339	C0027339			
C0280100		C0234372		C1834846	C1136043	C2931218	C2931218			
C0344735		C0234373		C4310658	C0014008	C0041671	C0041671			
C0265242		C0598226		C0265329	C0796093	C2713347	C2713347			
C1968699		C0234378		C0007193	C1847626	C1721007	C1721007			
C1865616		C0234379		C3151513	C0078982	C0001828	C0001828			
C2718076		C0477432		C4310688	C1865596	C4228778	C4228778			
C4746984		C4014795		C1836906	C0086438	C3151293	C3151293			
C1848561		C3554055		C0751068	C0751081	C1721005	C1721005			
C0013274		C0234381		C1837218	C1857276	C0020433	C0020433			
C4539843		C3150989		C3887526	C3805373	C1721006	C1721006			
C2931187		C4540497		C0085605	C2936858	C0002940	C0002940			
C1837839		C0017922		C2750475	C2751544	C0080178	C0080178			
C0016667		C4014934		C3714756	C0011991	C4693578	C4693578			
C2936349		C1968689		C0241210	C4225397	C0936263	C0936263			
C1864850		C0406727		C1849173	C0040427	C0936261	C0936261			
C3280660		C0235063		C4540478	C3806737	C0342195	C0342195			
C0795888		C1836206		C0020796	C3494506	C1970309	C1970309			
C1834460		C1623038		C1846839	C3554453	C1846685	C1846685			
C0241005		C0270764		C0265219	C1867146	C0265291	C0265291			
C3279695		C0270763		C0011053	C0002949	C1644196	C1644196			
C1834478		C1867904		C3554654	C0268474	C2919142	C2919142			
C2750787		C1846582		C0206307	C3698507	C4310704	C4310704			
C2751608		C4479357		C0206769	C1563697	C1865285	C1865285			
C0042781		C0267662		C4015643	C3694531	C0852283	C0852283			
C0234166		C3809001		C0751111	C1563696	C2676723	C2676723			
C1853247		C4014856		C3203358	C4310749	C0270685	C0270685			
C2931662		C3683483		C1854540	C2973527	C4014501	C4014501			
C0524910		C1847627		C4721549	C1854896	C3809464	C3809464			
C1298681		C4310709		C3280205	C4551702	C0393590	C0393590			
C0023522		C0234247		C0268193	C2677326	C4479588	C4479588			
C1864826		C0234249		C0149630	C1968843	C1853833	C1853833			
C2751825		C0740457		C1853205	C4225345	C0206062	C0206062			
C4225666		C0205713		C4225214	C0268347	C1832950	C1832950			
C2676772		C1846492		C3501611	C4748348	C4722227	C4722227			
C4540342		C1845243		C1861921	C1852795	C1847827	C1847827			
C4015307		C1854678		C4540036	C0007302	C0149745	C0149745			
C0175778		C1847759		C0348626	C0272126	C4721541	C4721541			
C0040015		C1864947		C1832702	C3554168	C4749905	C4749905			
C0432255		C0549423		C0152423	C4014762	C0342544	C0342544			
C1867155		C3150983		C1848029	C0158489	C4551481	C4551481			
C0040264		C1849762		C0743332	C1623209	C1846242	C1846242			
C3151138		C0041341		C1837026	C4310658	C3554226	C3554226			
C4023124		C3887949		C4225308	C4310688	C4289581	C4289581			
C2750537		C0031069		C0272066	C1836906	C0206650	C0206650			
C0751157		C1858477		C1857451	C3887526	C1859690	C1859690			
C0751156		C4015128		C2673377	C2750475	C0749420	C0749420			
C1834481		C4551967		C0008925	C3495551	C0432317	C0432317			
C0600359		C1854023		C3278404	C0206307	C0036305	C0036305			
C3151444		C4551996		C0339527	C4015643	C1842247	C1842247			
C3151443		C4014780		C1701939	C3203358	C3806702	C3806702			
C1854442		C1864843		C4015371	C0149630	C0393671	C0393671			
C1846129		C0155534		C0020550	C1853205	C0221363	C0221363			
C0027092		C0155533		C1865870	C1861921	C3150672	C3150672			
C0005745		C0302246		C0265201	C4540036	C4479654	C4479654			
C1849792		C0796113		C1832708	C2673375	C0006845	C0006845			
C0751448		C0878676		C0152423	C2673377	C4310627	C4310627			
C0751449		C1836122		C1854273	C0234398	C0242852	C0242852			
C1857100		C4552002		C0018784	C4015371	C0268436	C0268436			
C3554439		C1848651		C4749023	C1961112	C0750384	C0750384			
C3279690		C1849700		C3276228	C1832708	C1834673	C1834673			
C3151206		C4015119		C0035229	C3277900	C1955906	C1955906			
C3151037		C0240912		C0557874	C4551861	C4748253	C4748253			
C1837007		C4225290		C3805411	C3150099	C4084841	C4084841			
C0339985		C1843292		C3150099	C4748688	C4748839	C4748839			
C3888002		C0751177		C0220685	C0795905	C4083050	C4083050			
C0037932		C0455988		C3887558	C2700405	C1527310	C1527310			
C1832594		C4015349		C3809005	C3809548	C4748840	C4748840			
C1856057		C0917981		C0265219	C0085541	C0393688	C0393688			
C3809899		C3549862		C0795905	C2750433	C1854369	C1854369			
C3280220		C3549860		C2700405	C1845070	C0393691	C0393691			
C3809882		C3549861		C0270824	C3152055	C1832475	C1832475			
C1275685		C1864846		C0152423	C2676766	C0393675	C0393675			
C0027497		C2931132		C0265312	C3715128	C0393676	C0393676			
C1834329		C1969639		C0494261	C4693893	C1836336	C1836336			
C3809606		C3148959		C3275445	C2931673	C0393679	C0393679			
C3806745		C0553586		C3809548	C3281055	C1851124	C1851124			
C3888097		C1970298		C0085541	C2931276	C4748768	C4748768			
C3280574		C0221036		C2750433	C1847584	C0432253	C0432253			
C0796237		C4015542		C1847593	C1854990	C1838437	C1838437			
C3160814		C0752260		C2678312	C1869123	C1135773	C1135773			
C1836010		C0752261		C4284592	C1861922	C0393681	C0393681			
C3808377		C0752262		C3805412	C1850100	C0393683	C0393683			
C0026987		C0752255		C1845070	C3502054	C0393684	C0393684			
C1832931		C0752256		C0022360	C3806402	C0035353	C0035353			
C4746992		C0752257		C0234535	C1850569	C0220668	C0220668			
C0277828		C0752258		C0234533	C2675526	C4748809	C4748809			
C0268228		C0858617		C0751651	C0342873	C0010324	C0010324			
C3551443		C1863512		C1867440	C1845845	C0023645	C0023645			
C2931004		C4021821		C0086237	C1608393	C1266101	C1266101			
C0042963		C1970199		C3152055	C1845861	C3806670	C3806670			
C1843183		C4021817		C1956147	C3550478	C4748803	C4748803			
C3888244		C0574083		C1867332	C1864952	C0751689	C0751689			
C0238033		C1845530		C0020619	C0043345	C0751691	C0751691			
C0020534		C0018609		C3711374	C1843003	C4539886	C4539886			
C1847823		C4225387		C0003811	C3552574	C4748806	C4748806			
C0751337		C3150972		C3711374	C1852127	C2673873	C2673873			
C0268398		C0344516		C0686353	C0574080	C1865343	C1865343			
C0242343		C1852092		C1864389	C3888417	C0472383	C0472383			
C1866507		C1859062		C3711374	C0342792	C1866129	C1866129			
C3280284		C4693347		C4085595	C0016063	C0220981	C0220981			
C4551959		C0175703		C0266526	C3151188	C3541474	C3541474			
C1856059		C1861863		C0264893	C3810406	C3280797	C3280797			
C1856058		C1961112		C0022660	C0342777	C0220658	C0220658			
C4310718		C3887654		C1858854	C2674574	C3808589	C3808589			
C1850959		C1970879		C2676766	C2677590	C1578691	C1578691			
C4014954		C4310678		C0598589	C1849334	C4540029	C4540029			
C0393546		C4310682		C3714756	C0282529	C0162566	C0162566			
C0393547		C2931817		C0036572	C4746777	C3159311	C3159311			
C1846055		C3280442		C3715128	C1833245	C0456909	C0456909			
C3549447		C3150914		C0020479	C1864668	C4013035	C4013035			
C2675192		C0431693		C1405854	C0221026	C3810194	C3810194			
C1856061		C2750892		C0268250	C2936904	C0376524	C0376524			
C4693542		C4722488		C0264893	C2748545	C1837015	C1837015			
C1842124		C3280556		C4225321	C3808975	C1863370	C1863370			
C1856266		C1969621		C0268251	C2677299	C4539824	C4539824			
C0206692		C0041105		C1837657	C0265257	C0422837	C0422837			
C1868512		C3809007		C0265261	C1843247	C0153405	C0153405			
C3275406		C3807521		C0020476	C3278664	C0019385	C0019385			
C3554593		C3809650		C0268560	C4225357	C0376480	C0376480			
C0020428		C4748786		C1858679	C0206632	C0023448	C0023448			
C1851536		C2751308		C0268595	C1842675	C1863389	C1863389			
C1853249		C4310935		C1865695	C3554355	C1720862	C1720862			
C1970021		C3146244		C0235833	C1865951	C4747850	C4747850			
C0238056		C3501848		C1849348	C0152081	C0342751	C0342751			
C4085243		C1706004		C1384666	C1970173	C3463897	C3463897			
C4313693		C1704981		C0494261	C2675711	C4748796	C4748796			
C0085636		C2750442		C3278365	C1096903	C0270850	C0270850			
C1291299		C0017332		C0265219	C1096902	C3809383	C3809383			
C2981140		C0393807		C0013581	C3554004	C0040715	C0040715			
C0042170		C0271934		C3810342	C1847720	C1735591	C1735591			
C1859773				C3808991	C1838577	C1527258	C1527258			
C1969655				C1842160	C3554000	C4014690	C4014690			
C0079298				C0263505	C3280120	C0022821	C0022821			
C4704862				C0220710	C0750929	C0039239	C0039239			
C0018054				C0086648	C3554001	C0263859	C0263859			
C0796200				C1330966	C1838192	C4748737	C4748737			
C0333355				C0340543	C3279708	C0280788	C0280788			
C1969052				C0242379	C1833736	C0279680	C0279680			
C1969053				C3853041	C0018939	C2673187	C2673187			
C0268242				C3281055	C0013447	C4017668	C4017668			
C0268243				C0020796	C0162834	C4748754	C4748754			
C1866053				C0007193	C1720863	C4540274	C4540274			
C0015644				C0022333	C0271901	C1858674	C1858674			
C0438921				C4015505	C0432330	C0039494	C0039494			
C0023806				C0220769	C2609414	C4748759	C4748759			
C0025221				C0014544	C0021712	C3809454	C3809454			
C0087031				C1568247	C4285231	C4748753	C4748753			
C3489529				C1855652	C3887939	C4231120	C4231120			
C1861195				C4225205	C0795953	C4231121	C4231121			
C0016508				C3278365	C2936779	C4231124	C4231124			
C0342907				C0086237	C0162283	C4231123	C4231123			
C0339512				C0032580	C0221055	C4748767	C4748767			
C1868690				C1837148	C0221043	C1867449	C1867449			
C0424503				C3203102	C1837845	C4748766	C4748766			
C0017926				C2931276	C0751674	C4748760	C4748760			
C4748826				C1847584	C4693567	C1861305	C1861305			
C1851573				C3281105	C1837713	C0265295	C0265295			
C1859570				C1844666	C1833136	C0268275	C0268275			
C3714933				C1846496	C1854260	C1834582	C1834582			
C0152115				C1968949	C3151351	C0019372	C0019372			
C1850709				C0009405	C1864356	C2829267	C2829267			
C0220701				C0205713	C0175683	C3281247	C3281247			
C0410528				C0796085	C2750091	C0796013	C0796013			
C0393734				C1832200	C3553720	C4231117	C4231117			
C0403399				C1854990	C0878682	C4231118	C4231118			
C0749424				C1869123	C1853296	C1859405	C1859405			
C0013338				C0026760	C4748830	C0023241	C0023241			
C4015062				C0002514	C1837481	C0025289	C0025289			
C3149378				C1856738	C1845053	C0221032	C0221032			
C1860050				C1861922	C4540324	C3151264	C3151264			
C0033941				C3714756	C0079757	C0020951	C0020951			
C4274081				C0751093	C0270786	C0001621	C0001621			
C4225307				C2745997	C0031269	C4693498	C4693498			
C2749346				C1850100	C0079747	C2700406	C2700406			
C0175707				C0006145	C0079741	C1838327	C1838327			
C4693934				C1300257	C4540355	C0268273	C0268273			
C0339535				C4310822	C0079740	C0268271	C0268271			
C1845667				C3714756	C4746970	C0268272	C0268272			
C2751778				C4310818	C3501858	C4310651	C4310651			
C0342289				C0032461	C0033805	C3160720	C3160720			
C0344559				C3203102	C2675767	C0243026	C0243026			
C4479260				C0032463	C1846389	C0206138	C0206138			
C2752039				C0085996	C1846386	C1321551	C1321551			
C0042237				C3203102	C1857572	C0001364	C0001364			
C2677589				C0085997	C1840284	C0241210	C0241210			
C3810289				C1857775	C2314896	C0043121	C0043121			
C4693688				C3806402	C4310687	C4552839	C4552839			
C2750824				C2931196	C4225310	C1306122	C1306122			
C3489395				C1854449	C4551557	C0206693	C0206693			
C0042258				C0265224	C0040156	C4310743	C4310743			
C2751682				C1839580	C3809522	C1861385	C1861385			
C1837873				C0015371	C0005944	C0162359	C0162359			
C1842149				C0265226	C4310737	C0243038	C0243038			
C4012050				C1850569	C3280315	C1864849	C1864849			
C1866656				C0030246	C0079770	C1275078	C1275078			
C3809192				C2675526	C1836327	C4551592	C4551592			
C2677567				C0035334	C1842836	C0206061	C0206061			
C0001890				C3468561	C4479229	C1840365	C1840365			
C3280492				C0270846	C3280443	C4225408	C4225408			
C1861380				C0042170	C4538355	C0221023	C0221023			
C0017495				C0270844	C0241790	C1843096	C1843096			
C0266362				C0035309	C4225201	C0452138	C0452138			
C0393561				C0339527	C3151201	C0878773	C0878773			
C0393560				C4310740	C1860752	C0872218	C0872218			
C0268450				C3860213	C1865044	C0917817	C0917817			
C0037231				C0006111	C1969651	C3810225	C3810225			
C1263858				C3860213	C0887833	C3275898	C3275898			
C1853942				C0009439	C1854063	C3554665	C3554665			
C0020461				C0022521	C0398782	C3151402	C3151402			
C1857395				C0342873	C1857569	C1865915	C1865915			
C4722258				C0019569	C3149074	C0018523	C0018523			
C0003578				C0030312	C0549567	C0241832	C0241832			
C0004114				C0010308	C1845073	C1843942	C1843942			
C0007274				C4225271	C1839988	C3179508	C3179508			
C3489795				C0398595	C0206726	C4748770	C4748770			
C1522378				C1845861	C4551969	C0030920	C0030920			
C1853205				C1858302	C0151723	C0005745	C0005745			
C1856186				C0236018	C0751097	C0024814	C0024814			
C4085582				C0268524	C4225289	C3698541	C3698541			
C3553230				C3550478	C4225195	C1842687	C1842687			
C3553637				C1864952	C3554524	C1336005	C1336005			
C3151445				C0043345	C3489627	C0040411	C0040411			
C0221757				C0240991	C4540498	C1832466	C1832466			
C3810278				C4551511	C0018213	C1846790	C1846790			
C4319932				C0037221	C4310759	C0035411	C0035411			
C1857277				C1562894	C2752015	C0917715	C0917715			
C1859598				C1384666	C3554519	C4310734	C4310734			
C1836080				C0015929	C1859568	C0020192	C0020192			
C3839296				C1843003	C0079661	C0022283	C0022283			
C2931258				C0270824	C4015235	C0750994	C0750994			
C4748927				C3552574	C4540488	C0023374	C0023374			
C1849386				C4551906	C4225355	C4310751	C4310751			
C4041558				C3150667	C2673195	C0162699	C0162699			
C0562557				C0020796	C4750849	C1863655	C1863655			
C4746986				C1852127	C0393538	C4693948	C4693948			
C0270816				C0085996	C3539013	C0037822	C0037822			
C3809811				C0085997	C4014291	C1840235	C1840235			
C0751460				C4017171	C2748515	C0553604	C0553604			
C4755251				C1863599	C1262760	C0393541	C0393541			
C2675186				C0574080	C1334410	C4540059	C4540059			
C0393559				C0239777	C3281029	C1858656	C1858656			
C0751461				C3887497	C1860392	C0015696	C0015696			
C3552634				C1840560	C0268164	C0270959	C0270959			
C3281203				C0264893	C3542549	C0006079	C0006079			
C1845919				C0543888	C2717876	C1842035	C1842035			
C4551721				C0399372	C1853198	C3281234	C3281234			
C0427480				C0282527	C3810062	C0024236	C0024236			
C2751316				C0019202	C1321489	C0268467	C0268467			
C0221473				C0026918	C0339278	C0019214	C0019214			
C1858301				C0020305	C2752062	C1845408	C1845408			
C1824925				C0268418	C1857144	C0086431	C0086431			
C0162534				C4551702	C3550789	C1837549	C1837549			
C1832466				C0014527	C1959626	C0025237	C0025237			
C4747658				C0011168	C4310618	C3280073	C3280073			
C2678478				C1510497	C4225303	C0265326	C0265326			
C2751666				C4310232	C1865639	C4316787	C4316787			
C2678477				C3489532	C0432475	C0242459	C0242459			
C1858028				C1865366	C1970440	C0020217	C0020217			
C0018051				C0021831	C1704374	C0265312	C0265312			
C1843808				C0149931	C4225339	C0010691	C0010691			
C3827793				C0677598	C2931894	C0877172	C0877172			
C0282220				C1306122	C0600260	C0406733	C0406733			
C0027868				C4755264	C3279571	C0152018	C0152018			
C1855008				C3714756	C1838332	C0013393	C0013393			
C1859312				C0340427	C4551962	C4479313	C4479313			
C0796003				C0265202	C1851741	C1835923	C1835923			
C0343110				C0035334	C1851936	C0266508	C0266508			
C0016470				C0265535	C0267211	C0558846	C0558846			
C1834372				C0265534	C4225187	C0558847	C0558847			
C0005956				C0282512	C4722330	C0558845	C0558845			
C0015697				C0796147	C1291564	C0334401	C0334401			
C0343111				C0014527	C0022541	C4020869	C4020869			
C1969785				C0265529	C4551851	C1883018	C1883018			
C2751322				C3810090	C0023786	C0026936	C0026936			
C3714534				C1864872	C0684219	C4747517	C4747517			
C1866777				C0424605	C2748536	C4540205	C4540205			
C1641846				C1838951	C4693733	C0432328	C0432328			
C0085920				C3151188	C0524730	C0153619	C0153619			
C4310727				C0265213	C0268126	C1969032	C1969032			
C0004331				C0009402	C4310616	C1858051	C1858051			
C0268468				C0346255	C3553886	C0026837	C0026837			
C3280977				C1839840	C4014563	C2752007	C2752007			
C1563720				C4310817	C0004135	C1963184	C1963184			
C2931337				C0009405	C4749431	C0497406	C0497406			
C0740394				C0279626	C3540453	C0740385	C0740385			
C2750509				C3810406	C1860707	C0740386	C0740386			
C0004444				C0009404	C3150659	C0740387	C0740387			
C3151421				C2609071	C1863727	C4014386	C4014386			
C2930970				C0033770	C0018520	C4538784	C4538784			
C0795864				C2674574	C1861313	C0600040	C0600040			
C4225379				C2677590	C3809468	C0236664	C0236664			
C3554182				C0008925	C3809469	C0473574	C0473574			
C3150801				C1849334	C1855333	C0473935	C0473935			
C4225350				C1970841	C0432322	C0339693	C0339693			
C2677903				C1848392	C0432321	C1857690	C1857690			
C0162565				C0494475	C0085700	C0340569	C0340569			
C0008074				C0750905	C1855565	C0162557	C0162557			
C2931355				C0282529	C4225261	C0271583	C0271583			
C3665349				C0156147	C0343057	C3151193	C3151193			
C3665488				C3150897	C0023518	C4747394	C4747394			
C0342701				C3152055	C1865234	C1859093	C1859093			
C3553374				C0282102	C4013648	C1842979	C1842979			
C3539878				C4479431	C4302514	C4748684	C4748684			
C1833661				C4746777	C3809356	C1838603	C1838603			
C1838099				C3711374	C0265274	C2985290	C2985290			
C3278147				C1864668	C0236642	C3280114	C3280114			
C1848922				C0342793	C0334609	C0152093	C0152093			
C3715051				C4225326	C1510460	C0040953	C0040953			
C0039585				C3809198	C1860808	C4746985	C4746985			
C3279150				C0025363	C0334611	C0040188	C0040188			
C3150416				C2585653	C0334610	C3275464	C3275464			
C3150411				C0406709	C0268120	C0334121	C0334121			
C3150418				C1838979	C1850451	C0021053	C0021053			
C0035238				C1850600	C0014742	C4540478	C4540478			
C1857719				C1865145	C3809369	C3280205	C3280205			
C3810042				C0406704	C1854146	C1848029	C1848029			
C0751251				C0035828	C1970822	C0751084	C0751084			
C0751252				C0752100	C0334606	C0031347	C0031347			
C0751250				C0025363	C0334605	C0751083	C0751083			
C1848336				C4225328	C0334608	C0340978	C0340978			
C4540040				C4225238	C0334607	C0040479	C0040479			
C0035220				C0221026	C4693390	C3887558	C3887558			
C2931644				C0086395	C4538570	C0022408	C0022408			
C0002888				C1857762	C2931038	C2678312	C2678312			
C0038457				C1846242	C3151202	C0085128	C0085128			
C0029261				C0238111	C3809250	C2936179	C2936179			
C0004245				C1853733	C0162569	C0266526	C0266526			
C1849128				C0265227	C1853490	C0268560	C0268560			
C1840061				C2931760	C3151431	C0268595	C0268595			
C0079584				C3714756	C1969799	C1865695	C1865695			
C0028960				C0085997	C0006840	C3810342	C3810342			
